str_no_string|NO STRING!
str_comment_you_renounced_your_alliegance_enemy|Ouvi dizer que renunciou ao juramento de homenagem que fez a nosso senhor, o {s54}. Bom, assim é como funciona o mundo... Os amigos se tornam inimigos.
str_comment_you_renounced_your_alliegance_default|Soube que renunciou ao juramento de homenagem que fez a nosso senhor, o {s54}. Bom, a decisão é sua... mas não espere que eu tenha alguma consideração por você quando nos encontrarmos em batalha.
str_comment_you_claimed_the_throne_1_player_liege|Meus contatos me informam que as pessoas deste reino estão começando a falar de você como seu próximo rei. Espero que ponha logo um fim a esses inofensivos e perigosos falatórios.
str_comment_you_claimed_the_throne_2_player_liege|Meus contatos me informam que alguns dos seus mais fiéis companheiros de armas estiveram anunciando à plebe que você tem legítimo direito para reclamar o trono. Sinceramente, espero que estejam agindo às margens de seu conhecimento...
str_comment_lord_intervened_against_me|É bem sabido que tive uma séria disputa com o {s54}, e o {s50} ficou a favor de meu rival.
str_comment_i_protested_marshall_appointment|É bem sabido que eu protestei contra a decisão do {s54} de nomear marechal o {s51}.
str_comment_i_blamed_defeat|É de conhecimento geral que estou descontente com o {s54} por seu incontido favor ao {s51}, que nos levou à derrota contra o {s56}.
str_comment_i_was_entitled_to_fief|É de conhecimento geral que fiquei decepcionado ao saber que o {s54} recebeu o feudo de {s51}, quando ele deveria ter sido para mim.
str_comment_i_quarreled_with_troop_over_woman|É de conhecimento geral que o {s51} está pretendendo a {s54}, sendo que eu também a estou cortejando. Ele não é digno das atenções de tão bela dama e pretendo ensiná-lo a manter distância dela.
str_comment_i_quarreled_with_you_over_woman_default|Parece que escutei por aí que você tem interesse em {s54}. Sinceramente, duvido que você seja digno de uma donzela como ela e insisto encarecidamente que cesse suas pretensões a tão honrável dama.
str_comment_i_quarreled_with_you_over_woman_derisive|Ouvi dizer que está pretendendo a {s54}. Deixe que lhe diga algo... Tenho meus olhos postos nessa donzela desde que ela e eu éramos apenas garotos. Trata-se de uma dama da alta nobreza deste reino, e sua posição não deveria ser manchada pelas indignas atenções de um estrangeiro. Mantenha-se longe dela ou pagará caro!
str_comment_player_suggestion_succeeded|Segui seu conselho e me saí sinceramente bem.
str_comment_player_suggestion_failed|Segui seu conselho e ele me levou ao desastre. Por isso sempre lhe considerarei responsável por minha desgraça.
str_comment_you_enfiefed_a_commoner_hesitant|Parece que escutei por aí que você entregou {s51} a um plebeu que se autodenomina {s54}. Tenha cuidado. Aprender a arte de governar não é nada fácil, e seguramente o melhor é que os pais a transmitam a seus filhos. Aconselho que não quebre a ancestral instituição da nobreza hereditária.
str_comment_you_enfiefed_a_commoner_derisive|Creio que você entregou {s51} a um certo plebeu que se faz chamar {s54}. Acaso não sabe pelos anciãos que não devemos fazer vestes reais a partir das peles dos porcos?
str_comment_you_enfiefed_a_commoner_nasty|Creio que entregou {s51} a um certo plebeu que se faz chamar {s54}. Tenha cuidado! Um cão pode facilmente voltar-se contra seu amo.
str_comment_marriage_normal_family|Parabéns por seu casamento com minha {s11} {s50}. Agora já pode considerar-se parte de família!
str_comment_marriage_normal|Parabéns por seu casamento com minha {s50}. Fico feliz pelos dois.
str_comment_marriage_normal_nasty|Bom, vejo que se casou com {s50}. Ela sempre foi uma menina estúpida e malcriada, pouco dada a raciocinar algo significativo.
str_comment_marriage_elopement_family|Bom... De alguma maneira você conseguiu convencer minha {s11} {s50} a se casar com você. Não sei o que fez para que ela aceitasse, mas nossa família nunca esquecerá esta humilhação.
str_comment_marriage_elopement_liege|Escutei por aí que você fugiu com {s50}, contra os desejos de sua nobre família. Isso não me agrada. Sua família se encontra entre as mais nobres de meu reino, e não gosto de vê-los nesta situação.
str_comment_you_broke_truce_as_my_vassal|Ouvi dizer que quebrou minha trégua ao atacar {s55}. Sabe como isso me deixa? Se se espalhar por aí a notícia de que fez isto atuando sob minhas ordens, parecerei um mesquinho. Senão um fraco. Por isso decidi acusá-l{o/a} de alta traição aqui e agora.
str_comment_you_attacked_neutral_as_my_vassal|Comenta-se que você atacou os súditos do {s55}. Agora lhes deu uma desculpa para me atacar, se assim desejarem... Vejamos o que acontecerá agora. Você fez um bom trabalho!
str_personality_archetypes|senhor feudal
str_martial|marcial
str_quarrelsome|mal-humorado
str_selfrighteous|implacável
str_cunning|astuto
str_debauched|sádico
str_goodnatured|de bom coração
str_upstanding|de impecável honra
str_roguish|malicioso
str_benevolent|benevolente
str_mercantile|mercantilista
str_surrender_demand_default|Renda-se ou morra!
str_surrender_demand_martial|A sorte não está do seu lado hoje. Poderá lutar contra nós, mas não é indigno que se renda agora.
str_surrender_demand_quarrelsome|Tenho você entre a espada e a parede. Renda-se, ou {o/a} matarei como a um cão!
str_surrender_demand_pitiless|Você não pode me vencer e levará uma dolorosa lição se tentar. Renda-se!
str_surrender_demand_cunning|Hoje você não é um rival para nós. Renda-se! Se não por você, pense ao menos em seus homens!
str_surrender_demand_sadistic|Renda-se ou {o/a} desfolarei como a um peixe!
str_surrender_demand_goodnatured|Nós temos a vantagem. Renda-se e {o/a} trataremos dignamente.
str_surrender_demand_upstanding|Pode lutar contra nós, mas muitos de seus homens cairão e você provavelmente perderá a batalha. Renda-se e evite o banho de sangue.
str_surrender_offer_default|Pare! Eu me rendo!
str_surrender_offer_martial|Pare! Eu me rendo!
str_surrender_offer_quarrelsome|Basta! Hoje você ganhou, {cachorro/cadela}! Argh, que vergonha!
str_surrender_offer_pitiless|Eu me rendo! Você venceu. Maldito o dia!
str_surrender_offer_cunning|Pare! Eu me rendo a você!
str_surrender_offer_sadistic|Eu me rendo! Eu me rendo! Segure seus cães!
str_surrender_offer_goodnatured|Eu me rendo! Parabéns pela vitória, {senhor/senhora}!
str_surrender_offer_upstanding|Eu me rendo! Seja honrad{o/a} e conceda-me os privilégios de guerra!
str_lord_declines_negotiation_offer_default|Pode ser, mas eu quero lutar contra você.
str_lord_declines_negotiation_offer_martial|É possível, mas é meu dever combatê-l{o/a}.
str_lord_declines_negotiation_offer_quarrelsome|Ha-ha. Mas eu quero lutar com você.
str_lord_declines_negotiation_offer_pitiless|Acaso deveria me importar? Meu desejo é lutar com você.
str_lord_declines_negotiation_offer_cunning|Ah! Infelizmente, como pode ver, meu desejo é lutar contra você.
str_lord_declines_negotiation_offer_sadistic|Guarde sua língua! Em breve precisará dela para suplicar-me clemência.
str_lord_declines_negotiation_offer_goodnatured|Lamento, não posso deixar que fuja daqui. Sem rancores?
str_lord_declines_negotiation_offer_upstanding|Pode ser... mas os deveres que me prendem ao meu senhor me obrigam a lutar contra você.
str_prisoner_released_default|Você tem minha gratidão, {senhor/senhora}. Não esquecerei sua gentileza.
str_prisoner_released_martial|Você é {um homem/uma mulher} de honra, {senhor/senhora}. Não {o/a} esquecerei!
str_prisoner_released_quarrelsome|Estou livre? Bom... nesse caso, adeus.
str_prisoner_released_pitiless|Obrigado. Quando {o/a} vencer, pedirei que sua execução seja rápida e piedosa. A menos que se una a nós... Adeus, por enquanto.
str_prisoner_released_cunning|Sim? Você é {um bom homem/uma boa mulher}. Tentarei encontrar uma forma de pagá-l{o/a}.
str_prisoner_released_sadistic|Sim? Tão refinada é sua crueldade que prefere me ver livre e humilhado a ter-me encarcerado? Desfrute de seu triunfo!
str_prisoner_released_goodnatured|Você é {um homem/uma mulher} de honra, {senhor/senhora}. Não {o/a} esquecerei!
str_prisoner_released_upstanding|Você é {um homem/uma mulher} de honra, {senhor/senhora}. Não {o/a} esquecerei!
str_enemy_meet_default|Quem é você para se apresentar com suas armas diante de mim?
str_enemy_meet_martial|Qual o seu nome, {senhor/senhora}? Se chegarmos às mãos, gostaria de saber contra quem luto.
str_enemy_meet_quarrelsome|Que diabos você é?
str_enemy_meet_pitiless|Quem é você? Fale, assim saberei quem matei.
str_enemy_meet_cunning|Diga-me seu nome. Sempre é bom conhecer o inimigo.
str_enemy_meet_sadistic|Quem é você? Fale rápido, antes que lhe arranque a língua!
str_enemy_meet_goodnatured|Qual o seu nome, {senhor/senhora}? Se chegarmos às mãos, gostaria de saber contra quem luto.
str_enemy_meet_upstanding|Quem é você que vem com suas armas para disputar nossa nobre causa?
str_battle_won_default|Hoje você demonstrou ser {um aliado valioso/uma aliada valiosa}.
str_battle_won_martial|Não há maior fortuna que a oportunidade de mostrar nosso valor no campo de batalha!
str_battle_won_quarrelsome|Ha! Ensinamos algo a esses bastardos, hã?
str_battle_won_pitiless|Juntos faremos com que nossos inimigos temam nosso nome e tremam ao nos ver chegar!
str_battle_won_cunning|Agora que estamos em vantagem devemos pressionar e assim não desperdiçaremos o sangue derramado hoje.
str_battle_won_sadistic|Saqueemos os mortos e deixemos-lhes para os corvos, e assim todos saberão o destino que espera os que cruzam nosso caminho.
str_battle_won_goodnatured|Ótimo trabalho! Não há maior alegria que a da vitória, hã?
str_battle_won_upstanding|Demos graças aos Céus por nossa vitória e rezemos pelos bons homens que caíram hoje.
str_battle_won_grudging_default|Hoje você foi o fator determinante na batalha. Apesar do que penso de você, não posso negar seu valor.
str_battle_won_grudging_martial|{playername}, hoje você demonstrou ser {um homem/uma mulher} de valor, apesar das falhas cometidas no passado.
str_battle_won_grudging_quarrelsome|Hmf. Seu rosto não é um que eu goste de ver, mas suponho que hoje devo agradecer sua ajuda.
str_battle_won_grudging_pitiless|Sua ajuda foi muito valiosa hoje. Imagino que não tenha me ajudado por generosidade, mas de qualquer forma {o/a} agradeço.
str_battle_won_grudging_cunning|Não seria prudente da minha parte não agradecer sua ajuda em um momento de necessidade. Então... você tem minha gratidão.
str_battle_won_grudging_sadistic|Ótimo! Que emocionante! {playername} veio me salvar.
str_battle_won_grudging_goodnatured|{playername}! Não posso dizer que sempre nos demos bem, mas hoje você lutou com valor. Eu lhe agradeço!
str_battle_won_grudging_upstanding|Talvez me equivocava com você. Sua chegada foi muito oportuna. Você tem minha gratidão.
str_battle_won_unfriendly_default|Então, você está aqui. Bom, antes tarde do que nunca.
str_battle_won_unfriendly_martial|Cruzamos duras palavras no passado, mas por enquanto, simplesmente desfrutemos da vitória.
str_battle_won_unfriendly_quarrelsome|Se está esperando que eu lhe agradeça, pode continuar esperando. Não precisava da sua ajuda, mas suponho que você não tinha nada melhor para fazer, verdade?
str_battle_won_unfriendly_pitiless|Você chegou como um chacal para servir-se do que o leão matou. Muito bem, desfrute da carniça. Não {o/a} impedirei.
str_battle_won_unfriendly_cunning|{playername}... Bom, suponho que sua chegada não foi algo ruim, mas não vou fingir que estou feliz em vê-l{o/a}.
str_battle_won_unfriendly_sadistic|Saia daqui, {carniceiro/carniceira}! Esta é minha vitória, por mais que queira roubar a glória para si.
str_battle_won_unfriendly_goodnatured|Oh, é você. Bom, suponho que devo agradecer-lhe a ajuda.
str_battle_won_unfriendly_upstanding|Obrigado por vir em meu auxílio. Agora me retiro, antes que eu diga algo do qual me arrependa.
str_troop_train_request_default|Necessito de alguém como você para pô-los em forma.
str_troop_train_request_martial|Necessitam de alguém que lhes ensine o senso do valor.
str_troop_train_request_quarrelsome|Parasitas miseráveis. Eu me engasgo só de vê-los.
str_troop_train_request_pitiless|Eles têm mais medo do inimigo do que de mim, e isso não é bom.
str_troop_train_request_cunning|Mas os homens, assim como as espadas, são temperados e endurecidos com o fogo.
str_troop_train_request_sadistic|Precisam que alguém lhes dê umas chibatadas para mostrar-lhes o que é a coragem, ou que os mate na tentativa.
str_troop_train_request_goodnatured|São bons rapazes, mas temo que ainda não estão prontos para a batalha.
str_troop_train_request_upstanding|Enviá-los a uma batalha da maneira como estão agora seria um assassinato.
str_unprovoked_attack_default|O quê? Porque nos ataca? Fale, patife!
str_unprovoked_attack_martial|Não tenho objeções a um juízo de armas, mas gostaria de saber por que você nos ataca.
str_unprovoked_attack_quarrelsome|Está cometendo um grande erro, {rapaz/senhorita}. O que pensa que está fazendo?
str_unprovoked_attack_pitiless|Sim? Se realmente quer morrer hoje, ficarei feliz em ajudá-l{o/a}... mas tenho curiosidade de saber o que você pretende conseguir.
str_unprovoked_attack_cunning|É sério? Creio que agiu de forma muito imprudente. O que pretende conseguir com tudo isto?
str_unprovoked_attack_sadistic|O que é isto? Você gostaria de ter seus olhos arrancados?
str_unprovoked_attack_goodnatured|Por que faz isto? Não temos pendências, {senhor/senhora}.
str_unprovoked_attack_upstanding|Considero este um ataque sem provocação e protestarei a seu rei. Por que faz isto?
str_unnecessary_attack_default|Não hesitarei em matá-l{o/a} se me pressionar, mas lhe ofereço a oportunidade de ir embora agora mesmo.
str_unnecessary_attack_martial|Estou desejando aceitar seu desafio, {senhor/senhora}, mas lhe darei um minuto para reconsiderá-lo.
str_unnecessary_attack_quarrelsome|Bah! Não estou com humor para tais loucuras hoje. Saia daqui.
str_unnecessary_attack_pitiless|Hoje me sinto generoso. Fingirei que não {o/a} escutei.
str_unnecessary_attack_cunning|Não vejo o que você poderia ganhar ao fazer-me seu inimigo. Talvez deveria ir embora.
str_unnecessary_attack_sadistic|Não tenho tempo a perder com uma lesma como você. Fora da minha vista!
str_unnecessary_attack_goodnatured|Não sei o que ganha ao me desafiar, {senhor/senhora}. Você ainda pode ir embora.
str_unnecessary_attack_upstanding|Se você quer lutar, {senhor/senhora}, então lutaremos, mas lhe ofereço a oportunidade de reconsiderar isto.
str_lord_challenged_default|Como queira. Prepare-se para morrer!
str_lord_challenged_martial|Que assim seja. Defenda-se!
str_lord_challenged_quarrelsome|Idiota imprudente! Eu lhe esmagarei!
str_lord_challenged_pitiless|Se deseja tanto morrer, então terei de ajudá-l{o/a}.
str_lord_challenged_cunning|Bom, se não me deixa outra opção...
str_lord_challenged_sadistic|Verme! Farei você desejar não ter nascido.
str_lord_challenged_goodnatured|Muito bem. Esperava que não chegássemos a isto, mas vejo que não tenho outra opção.
str_lord_challenged_upstanding|Que assim seja. Fico triste que não seja capaz de raciocinar.
str_lord_mission_failed_default|Bom, isso me decepciona, mas tenho a certeza de que terá oportunidades para se redimir.
str_lord_mission_failed_martial|Não há nenhuma honra em fracassar em uma missão para a qual tenha se comprometido, mas aceito sua palavra.
str_lord_mission_failed_quarrelsome|Você fracassou? Bah. Deveria ter imaginado.
str_lord_mission_failed_pitiless|Fracassou? Vá. Você me decepcionou. E isso não é nada bom.
str_lord_mission_failed_cunning|Bom, é uma decepção, mas ninguém pode garantir que os ventos da fortuna sejam sempre favoráveis.
str_lord_mission_failed_sadistic|Sim? Os que falham comigo nem sempre vivem para se lamentar.
str_lord_mission_failed_goodnatured|Oh, bem. De qualquer forma era algo muito complicado. Obrigado por seu esforço.
str_lord_mission_failed_upstanding|Muito bem. Tenho a certeza de que fez tudo o que estava ao seu alcance.
str_lord_follow_refusal_default|Segui-l{o/a}? Você esqueceu sua posição, {senhor/senhora}.
str_lord_follow_refusal_martial|Talvez se um dia você demonstrar seu valor e honra, eu decida segui-lo. Mas não hoje.
str_lord_follow_refusal_quarrelsome|Seguir alguém como você? Acho que não.
str_lord_follow_refusal_pitiless|Nobres como eu não seguimos gente como você, {senhor/senhora}.
str_lord_follow_refusal_cunning|Primeiro demonstre-me que você não é o tipo de {homem/mulher} que me conduzirá para o desastre, e então talvez {o/a} siga.
str_lord_follow_refusal_sadistic|Acho que não! Creio que você deveria seguir a mim, como um cão adestrado segue a seu amo.
str_lord_follow_refusal_goodnatured|Hum, tenho assuntos a solucionar no momento. Talvez mais tarde.
str_lord_follow_refusal_upstanding|Antes mostre-me que você é alguém digno de ser seguido, e então pode ser que {o/a} siga.
str_lord_insult_default|miserável malfeitor
str_lord_insult_martial|trapaceiro sem honra
str_lord_insult_quarrelsome|bastardo repugnante
str_lord_insult_pitiless|verme de classe baixa
str_lord_insult_cunning|tolo bruto
str_lord_insult_sadistic|cão nojento
str_lord_insult_goodnatured|pessoa desagradável
str_lord_insult_upstanding|sem vergonha sem escrúpulos
str_lord_derogatory_default|baixo e desprezível
str_lord_derogatory_martial|obstinado
str_lord_derogatory_quarrelsome|conflitante
str_lord_derogatory_pitiless|cruel e tirânico
str_lord_derogatory_cunning|sem escrúpulos e manipulador
str_lord_derogatory_sadistic|desprezível e ignóbil
str_lord_derogatory_goodnatured|ingênuo
str_lord_derogatory_upstanding|servil e miserável
str_lord_derogatory_result|nos levar ao desastre
str_lord_derogatory_martial_action|atacar o inimigo sem nenhum senso ou plano, e desperdiçar as vidas de seus homens
str_lord_derogatory_quarrelsome_action|brigar contra os demais nobres, dividindo e debilitando nossas posições
str_lord_derogatory_pitiles_action|favorecer os plebeus, provocando revoltas e motins
str_lord_derogatory_cunning_action|fazer acordos com o inimigo pelas nossas costas
str_lord_derogatory_sadistic_action|envergonhar nossa causa e o nosso reino
str_lord_derogatory_goodnatured_action|ter piedade de nossos inimigos, em vez de combatê-los
str_lord_derogatory_upstanding_action|pôr seu exagerado senso de honra acima das necessidades do reino
str_rebellion_dilemma_martial|{s45} sofreu claras injustiças. Embora tenha jurado lealdade ao {s46}, nada me prende a ele se de fato usurpou o trono de maneira ilegal.
str_rebellion_dilemma_quarrelsome|Hum. {s46} nunca me compensou, por isso não creio que lhe deva muito. No entanto, {s45} não é muito melhor e {s46} ao menos mostrou sua verdadeira face.
str_rebellion_dilemma_pitiless|Hum. {s45} diz que {reg3?ela:ele} é {reg3?a herdeira legítima:o herdeiro legítimo} do trono. Isso é bom, já que anula meu juramento ao {s46}. Mas de qualquer forma devo considerar cuidadosamente minha decisão.
str_rebellion_dilemma_cunning|Hum. Jurei lealdade ao {s46}, mas os poderosos não estão ligados por seus juramentos como as pessoas normais. Nosso dever é para com nossa própria habilidade de liderar, de impor a ordem e evitar a guerra entre todos.
str_rebellion_dilemma_sadistic|Hum. Neste mundo vil, uma pessoa prudente deve pensar em si mesma, pois ninguém mais o fará. Por conseguinte, o que ganharia eu?
str_rebellion_dilemma_goodnatured|Não sei o que dizer. Jurei lealdade ao {s46} como regente legítimo, mas se ele não é, não sei se meu juramento é válido.
str_rebellion_dilemma_upstanding|Isto é um problema. É muito grave declarar a anulação do meu juramento ao {s46} e dissolver os vínculos que evitam que nossas terras se afundem na anarquia. Mas também jurei dar meu apoio a um sucessor legítimo, e a reclamação de {s45} é válida.
str_rebellion_dilemma_2_martial|Por outro lado, {s46} nos liderou durante a guerra e a paz, e detesto ter que renunciar a meu juramento.
str_rebellion_dilemma_2_quarrelsome|Diga-me, porque deveria dar as costas ao bastardo que conheço em favor de {reg3?uma mulher:um bastardo} que não conheço?
str_rebellion_dilemma_2_pitiless|É uma situação muito difícil... pedir que eu decida a quem eu faria {reg3?rainha:rei} destas terras. Mas também é uma oportunidade, o momento de recolher o que me devem!
str_rebellion_dilemma_2_cunning|{s46} foi desafiado e por esse simples motivo já não poderá reinar tão firmemente como aquele cujo direito nunca foi questionado. Mas se {s45} tomar o trono pela força, {reg3?ela:ele} nunca será tão forte como alguém que o tenha obtido de forma pacífica.
str_rebellion_dilemma_2_sadistic|Talvez se eu me unir {reg3?à:ao} {s45} enquanto {reg3?ela:ele} ainda é frac{reg3?a:o}, {reg3?ela:ele} me recompense com riquezas, mas talvez se eu levar sua cabeça para o {s46}, ele me recompense ainda mais.
str_rebellion_dilemma_2_goodnatured|{s46} sempre me tratou decentemente, mas é verdade que fui injusto com {s45}. Tenho meus receios sobre anular meu juramento ao {s46}, mas por sua vez creio que não é justo apoiar uma injustiça.
str_rebellion_dilemma_2_upstanding|Creio que devo fazer o melhor para o reino, evitar que seja assolado pela guerra civil e saqueado por seus inimigos.
str_political_philosophy_martial|Minha espada estará sempre a disposição de meu legítimo senhor, enquanto ele cumpra seus deveres para conosco.
str_political_philosophy_quarrelsome|Bah. São todos um bando de bastardos. Eu simplesmente tento me assegurar de que quem aja indevidamente acabe se lamentando.
str_political_philosophy_pitiless|Os homens sempre tentam enganar os outros sobre seus deveres. Neste mundo sem fé, cada um deve manter-se alerta sobre seus próprios direitos.
str_political_philosophy_cunning|Bom, vivemos em um mundo duro e temos de enfrentar decisões difíceis. Às vezes um lorde tem que servir a um tirano para manter a paz, mas em algumas ocasiões um pouco de rebeldia conserva a honestidade dos reis. Tudo depende das circunstâncias.
str_political_philosophy_sadistic|Minha filosofia é simples: melhor ser lobo do que ser cordeiro.
str_political_philosophy_goodnatured|Bom, você deve manter-se firme em seus fins, enquanto não cause injustiças nos outros. Às vezes é difícil equilibrar ambas as coisas. Mantenha perto suas pessoas de confiança e creio que dificilmente se equivocará muito.
str_political_philosophy_upstanding|Os reinos e os feudos foram estabelecidos para manter a paz e evitar a guerra de todos contra todos... mas isso não deve sempre nos cegar diante da possibilidade de injustiças.
str_political_philosophy_roguish|Hmmm... Creio que estou começando a pensar que é bom ser um nobre importante.
str_political_philosophy_benefactor|Um bom governante deve assegurar de que todos sejam tratados com justiça. Pessoalmente, tenho intenção de utilizar minha autoridade para melhorar a sorte dos que vivem em minha sucessão.
str_political_philosophy_custodian|Um bom governante deve criar as condições apropriadas para que sua gente prospere. Pessoalmente, tenho intenção de utilizar minha riqueza para gerar mais riqueza, para mim e para o benefício de todos.
str_rebellion_prior_argument_very_favorable|Já escutei alguns argumentos em favor de seu candidato ao trono e devo dizer que estou bastante de acordo.
str_rebellion_prior_argument_favorable|Já escutei alguns argumentos em favor de seu candidato ao trono e devo dizer que estou de acordo.
str_rebellion_prior_argument_unfavorable|Já escutei alguns argumentos em favor de seu candidato ao trono, mas não os acho convincentes.
str_rebellion_prior_argument_very_unfavorable|Já escutei alguns argumentos à favor de seu candidato ao trono, mas não estou de acordo com eles.
str_rebellion_rival_martial|{s49} seu aliado {s44} questionou minha honra e bravura. Não tenho muitas oportunidades de enfrentá-lo em batalha e fazer que se retrate de suas palavras.
str_rebellion_rival_quarrelsome|{s49} está trabalhando com {s44}. Ele é uma doninha astuta na qual não se pode confiar.
str_rebellion_rival_pitiless|{s49} parece que você procurou a ajuda de {s44}, que é brando, fraco, incapaz de governar um feudo e alguém a quem sempre detestei.
str_rebellion_rival_cunning|{s49} {s44}, que se uniu a sua causa, é teimoso e atrevido, e bastante desaconselhável.
str_rebellion_rival_sadistic|{s49} não tenho desejo algum de lutar junto a {s44}, com suas nauseantes demonstrações de virtude.
str_rebellion_rival_goodnatured|{s49} não sei se aceitaria estar do mesmo lado que {s44}, cuja reputação de crueldade é notória.
str_rebellion_rival_upstanding|{s49} em minha opinião seu aliado {s44} é perigoso, não se pode confiar nele e ele não tem princípios.
str_rebellion_argument_favorable|Respeito seus argumentos
str_rebellion_argument_neutral|Considero seus argumentos moderadamente certos
str_rebellion_argument_unfavorable|Não me parecem certos seus argumentos
str_rebellion_persuasion_favorable|você expõe seu caso eloquentemente
str_rebellion_persuasion_neutral|você expõe seu caso razoavelmente
str_rebellion_persuasion_unfavorable|sua exposição não é convincente
str_rebellion_relation_very_favorable|eu lhe tenho o maior dos respeitos.
str_rebellion_relation_favorable|eu lhe conheço e respeito.
str_rebellion_relation_neutral|não lhe conheço tanto como gostaria.
str_rebellion_relation_unfavorable|não confio em você.
str_and_comma_3|Além do mais, 
str_but_comma_3|No entanto, 
str_and_comma_1|, e 
str_but_comma_1|, mas 
str_and_comma_2|. Além disso, 
str_but_comma_2|. Contudo, 
str_rebellion_agree_martial|Tomei uma decisão. Apoiarei {s45} como legítimo herdeiro.
str_rebellion_agree_quarrelsome|Ahh, já pensei o suficiente. A verdade é que nunca gostei do {s46}. Vamos tomar seu trono!
str_rebellion_agree_pitiless|A sorte está do seu lado. Decidi me unir a você. Espero que não faça com que me arrependa...
str_rebellion_agree_cunning|Esta é uma decisão perigosa, mas após considerá-la cuidadosamente, decidi me unir a você. Esperemos que seja o melhor.
str_rebellion_agree_sadistic|Tomei uma decisão. Apoiarei {reg3?sua mulher:seu homem}, {s45}. Mas será melhor se assegurar de que eu receba minha recompensa por isso!
str_rebellion_agree_goodnatured|Muito bem. Creio que {reg3?sua mulher:seu homem} será {reg3?uma boa:um bom} líder. Eu {reg3?a:o} apoiarei.
str_rebellion_agree_upstanding|Que assim seja. Meu primeiro dever é para com o reino, e para evitar a anarquia apoiarei {s45} e renunciarei meu juramento para com o {s46}. Que os Céus me perdoem se eu estiver fazendo a coisa errada.
str_rebellion_refuse_martial|Lamento. A reclamação de {s45} é legítima, mas não é suficiente para renunciar o juramento que contraí com o {s46}. Serei leal a meu senhor.
str_rebellion_refuse_quarrelsome|Não. {reg3?Sua anjinha:Seu anjinho}, {s45}, não tem os requisitos necessários para governar este reino. Permanecerei fiel ao {s46}.
str_rebellion_refuse_pitiless|Não. Eu não vou me juntar à sua rebelião. Vejo isso como um pouco mais do que a birra de uma criança, sem uma bugiganga que {reg3?ela:ele} acha que deveria ser {reg3?dela:dele}. Vou ficar com {s46}, cuja capacidade de governar é bem testada.
str_rebellion_refuse_cunning|Sinto muito. Você não me dá motivos para ter confiança de que vai vencer. Muitos morrerão, mas não desejo estar entre eles. Vou continuar a voltar {s46}.
str_rebellion_refuse_sadistic|Não. Eu não vou jogar seu joguinho. Você segura uma coroa, mas acho que, em vez disso, fará uma viagem rápida ao cadafalso e estarei ao lado de {s46} para assistir a queda do machado do carrasco.
str_rebellion_refuse_goodnatured|Sinto muito. Não me sinto bem em virar as costas para {s46}. Sem ressentimentos quando me encontrar no campo de batalha.
str_rebellion_refuse_upstanding|Sinto muito. A reivindicação de {s45} não é forte o suficiente para que eu inflija a maldição da desordem civil aos pobres desgraçados desta terra. Vou continuar a voltar {s46}. Que os céus me perdoem se eu estiver errado.
str_talk_later_martial|Agora não é hora de falar de política! Estou aqui hoje com meus conterrâneos armados para a batalha. É melhor que se prepare para a luta.
str_talk_later_quarrelsome|Você espera que eu fale sobre trair meu senhor enquanto seu exército nos rodeia? Pensa que sou idiota?
str_talk_later_pitiless|Cuide de sua língua! O que tenho a dizer sobre o assunto não direi aqui e agora, quando estamos rodeados por nossos exércitos.
str_talk_later_cunning|Não é momento para discutir tal coisa. Talvez em outra ocasião e outro lugar, mas, por enquanto, continuamos sendo inimigos.
str_talk_later_sadistic|Você deve fechar a boca! Sabe o que aconteceria se outros vassalos me vissem falando com você sobre traição?
str_talk_later_goodnatured|Então você quer falar de rebelião comigo? Tente novamente quando não estivermos cercados pelo exército de meu senhor, e eu {o/a} escutarei.
str_talk_later_upstanding|Quaisquer que sejam meus pensamentos sobre a legitimidade da sucessão, não os discutirei aqui e agora. Se nos encontrarmos novamente em privado, escutarei o que tem a dizer. Mas por hora, considere-me seu inimigo.
str_gossip_about_character_default|Não há rumores recentes sobre a vida pessoal de {s6}.
str_gossip_about_character_martial|Dizem que {s6} ama a guerra acima de tudo.
str_gossip_about_character_quarrelsome|Dizem que {s6} quase chegou às mãos com outro lorde porque este último fez uma piada sobre seu nariz.
str_gossip_about_character_selfrighteous|Soube que {s6} mandou executar um escudeiro porque o pobre homem matou um cervo em suas florestas.
str_gossip_about_character_cunning|Dizem que {s6} é um oponente astuto.
str_gossip_about_character_sadistic|Dizem que {s6} se diverte torturando seus inimigos. Não gostaria de ter problemas com ele.
str_gossip_about_character_goodnatured|Dizem que {s6} é um bom homem que trata seus subordinados decentemente. Não se pode dizer o mesmo de muitos nobres.
str_gossip_about_character_upstanding|As pessoas afirmam que é bom estar a serviço de {s6}. Ele é bom com seus seguidores e os recompensa quando trabalham bem.
str_latest_rumor|O último rumor que escutei sobre {s6} foi: 
str_changed_my_mind_martial|No entanto, suas comoventes palavras me fazem reconsiderar minha posição.
str_changed_my_mind_quarrelsome|Mas creio que de todo modo você me envolveu nisto, bastardo. Estou ouvindo.
str_changed_my_mind_pitiless|Mas quando você suplicar, eu me dignarei a reconsiderar isto.
str_changed_my_mind_cunning|Mas já sabe, que você é um bastardo com um dom para a oratória. Isso me impressiona. Estou ouvindo.
str_changed_my_mind_sadistic|Mas como você tem uma dourada língua cantando uma bela canção em seu próprio nome, não descartarei a ideia por enquanto.
str_changed_my_mind_goodnatured|Mas você fez uma boa indicação, então tratarei de manter-me aberto a qualquer possibilidade.
