dlga_start:close_window.1|{s3}
dlga_lord_courtship_pre_permission:lord_pretalk|Não importa.
dlga_lord_marriage_proposal_female_pc_confirm:lord_marriage_proposal_female_pc_reax|Sim. Esse é meu propósito.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk|Não, acho que você me entendeu mal.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk.1|Oh, DEUS ME LIVRE, não! Não, você entendeu completamente errado... esqueça qualquer coisa que eu disse.
dlga_lord_marriage_proposal_female_pc_reax:lord_pretalk|{s14}
dlga_lord_marriage_proposal_female_pc_reax:lord_marriage_proposal_female_pc_next_step|{s14}
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_2|Devo dizer, embora. você vive sua vida como {uma mulher/um homem}, cavalgando para onde quiser, com a companhia que escolher. Não será fácil para os outros {s0} aceitarem nosso casamento. Suponho que você não desistiria das aventuras por causa do nosso casamento?
dlga_lord_marriage_proposal_female_pc_next_step_2:lord_marriage_proposal_female_pc_next_step_5|Eu penso que não!
dlga_lord_marriage_proposal_female_pc_next_step_2:lord_marriage_proposal_female_pc_next_step_5.1|Muito bem.
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_4|Presumo que o próximo passo seria enviar uma mensagem para sua família, solicitando sua mão e pedindo permissão formal para me casar com você, mas imagino que você toma as suas próprias decisões.
dlga_lord_marriage_proposal_female_pc_next_step_4:lord_marriage_proposal_female_pc_next_step_5|Presumiu corretamente.
dlga_lord_marriage_proposal_female_pc_next_step_5:lord_marriage_proposal_female_pc_confirm_engagement|Muito bem, então. Como não há obstáculos para o nosso casamento, podemos nos considerar comprometidos em matrimônio? Eu organizarei uma grande festa, onde poderemos trocar nossos votos perante os principais nobres do reino. Isto é, se você concordar...
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_yes|Sim, eu quero.
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_no|Na verdade, gostaria de pensar mais sobre isso.
dlga_lord_marriage_proposal_female_pc_confirm_engagement_yes:close_window|Muito bem. Com sorte, em pouco mais de um mês estaremos casados.{s12}
dlga_lord_marriage_proposal_female_pc_confirm_engagement_no:close_window|Dou-lhe o tempo que precisar, milady.
dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender|Só direi isto uma vez, {s4}! Renda-se ou morra!
dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}
dlga_lord_talk:lord_predemand|Vim para que saiba das minhas exigências!
dlga_lord_predemand:lord_demand|Hã? O que quer?
dlga_lord_demand:lord_ultimatum_surrender|Ofereço-lhe uma oportunidade para se render ou morrer.
dlga_lord_ultimatum_surrender:lord_attack_verify|{s43}
dlga_lord_attack_verify:lord_attack_verify_cancel|Perdoe-me, senhor. Não sei o que estava pensando.
dlga_lord_attack_verify_cancel:close_window|Vá embora, então.
dlga_lord_attack_verify:lord_attack_verify_commit|Isso não é assunto seu. Prepare-se para lutar!
dlga_lord_ultimatum_surrender:lord_attack_verify_b|{s43}
dlga_lord_attack_verify_b:lord_attack_verify_cancel|Perdoe-me, senhor. Não sei o que estava pensando.
dlga_lord_attack_verify_b:lord_attack_verify_commit|Eu me manterei firme. Prepare-se para lutar!
dlga_lord_attack_verify_commit:close_window|{s43}
dlga_lord_demand:lord_pretalk|Perdoe-me. Não é nada.
dlga_lord_talk:lord_sponsor|Dear friend, I am aware that you are running short of money. Please let me help you in this time of need (give 10000 aurums){***}
dlga_lord_sponsor:lord_talk|This is most noble of you, {playername}, thank you.{***}
dlga_lord_talk:liege_defends_claim_1|Em minhas viagens, conheci {reg3?uma mulher chamada:um homem chamado} {s45}...
dlga_liege_defends_claim_1:liege_defends_claim_2|Oh, verdade? Poucas pessoas se atrevem a pronunciar esse nome em minha presença. Não sei se devo premiá-lo por sua coragem ou puni-lo por sua insolência.
dlga_liege_defends_claim_2:liege_defends_claim_3|Muito bem. Irei satisfazer sua curiosidade. Mas ouça-me com atenção, pois não desejo falar sobre este assunto novamente.
dlga_liege_defends_claim_3:liege_defends_claim_4|{s48}
dlga_liege_defends_claim_4:lord_talk|{s48}
dlga_lord_join_rebellion_suggest_cheat:close_window|TRAPAÇA -- Tudo bem.
dlga_lord_talk:lord_prison_break_chains|Vim para tirá-lo daqui.
dlga_lord_prison_break_chains:close_window|Graças aos Céus que chegou! Mas eu não posso ir a lugar nenhum com esta corrente entre as pernas. Você precisa encontrar uma maneira de tomar as chaves do guarda.
dlga_lord_tell_objective:lord_pretalk|O que estou fazendo? O que parece que estou fazendo?! Estou preso aqui!
dlga_lord_tell_objective:lord_pretalk.1|No momento não tenho nenhum homem às minhas ordens.
dlga_lord_tell_objective:lord_pretalk.2|Estamos descansando em {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.3|Estamos viajando para {s1}. {s14}{s15}
dlga_lord_tell_objective_2:lord_pretalk|Estou indo para os arredores de {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.4|Estamos recrutando novos soldados em {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.5|Estamos buscando inimigos nas imediações de {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.6|Estamos saqueando a aldeia de {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.7|Estamos recuando para {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.8|Estamos sitiando {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.9|Estamos lutando contra {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.10|Estou estudando o avanço de {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_pretalk.11|Estamos acompanhando {s1}. {s14}{s15}
dlga_lord_tell_objective:lord_talk_ask_about_strategy|Estou liderando o exército do reino.
dlga_lord_tell_objective:lord_pretalk.12|Estamos reconsiderando nosso próximo movimento.
dlga_lord_tell_objective:lord_pretalk.13|Eu não sei: {reg1} {s1} (ERRO)
dlga_lord_talk:lord_ask_follow|Você irá me seguir? Eu tenho um plano.
dlga_lord_ask_follow:close_window|Eu aprecio sua companhia, {playername}, mas tenho que cuidar de outros assuntos. Talvez possamos cavalgar juntos novamente dentro de alguns dias.
dlga_lord_ask_follow:close_window.1|Isso não seria muito apropriado, {playername}. Não seria melhor você me seguir?
dlga_lord_ask_follow:close_window.2|{s43}
dlga_lord_ask_follow:close_window.3|Abra você o caminho, {playername}! Levemos a morte e a derrota à todos os nossos inimigos.
dlga_lord_talk_preoffer:lord_talk_offer|Sim?
dlga_lord_talk_offer:knight_offer_join|Quero pagar o resgate de um dos seus prisioneiros.
dlga_lord_talk_offer:lord_pretalk|Não importa.
dlga_knight_offer_join:hero_pretalk|Temo que não posso acompanhá-lo no momento, {playername}, tenho assuntos importantes à tratar e que não podem esperar.
dlga_knight_offer_join:hero_pretalk.1|Esqueceu o seu lugar, {senhor/senhora}. Eu não aceito ordens de gente como você.
dlga_knight_offer_join:knight_offer_join_2|Adoraria lutar ao seu lado, {amigo/amiga}, mas há um problema... O fato é que tenho uma dívida que devo quitar em breve. {reg6} denares no total, e é uma questão de honra devolver até a última moeda. A menos que você tenha {reg6} denares de sobra para me emprestar, devo concentrar-me em tirar esse fardo das costas.
dlga_knight_offer_join:close_window|Me unir a você? Acho que não.
dlga_knight_offer_join:knight_offer_join_2.1|Claro, {meu amigo/minha amiga}, será um prazer acompanhá-l{o/a}.
dlga_knight_offer_join_2:knight_offer_join_accept|Tome, aqui tem os {reg6} denares de que precisa. Afinal de contas, é só dinheiro.
dlga_knight_offer_join_2:knight_offer_join_accept.1|Nesse caso, cavalguemos juntos, {meu amigo/minha amiga}.
dlga_knight_offer_join_2:close_window|É bom saber. Pensarei sobre isso.
dlga_knight_offer_join_2:hero_pretalk|É bom saber. Pensarei sobre isso.
dlga_knight_offer_join_accept:knight_offer_join_accept_party|Tenho homens de confiança em meu grupo que poderiam lhe ser úteis. O que deseja fazer com eles?
dlga_knight_offer_join_accept:close_window|Ah, sem dúvida, seria divertido!
dlga_knight_offer_join_accept_party:knight_join_party_disband|Pode dispersar seus homens. Não necessito de mais tropas.
dlga_knight_offer_join_accept_party:knight_join_party_join|Seus homens também podem se juntar a nós. Precisamos de cada soldado que pudermos reunir.
dlga_knight_offer_join_accept_party:knight_join_party_lead_out|Conduza seus homens para fora da cidade. Eu o alcançarei no caminho.
dlga_knight_offer_join_accept_party:knight_join_party_lead_out.1|Siga fazendo o que estava fazendo. Eu o alcançarei mais tarde.
dlga_knight_join_party_disband:close_window|Ah... Muito bem, {playername}. Embora me desagrade perder bons homens, a decisão é sua. Dispersarei minhas tropas e me unirei a você.
dlga_knight_join_party_join:close_window|Excelente. Meus rapazes e eu cavalgaremos com você.
dlga_knight_join_party_lead_out:close_window|Tudo bem, então. Manterei uma patrulha nesta área. Volte se tiver mais ordens para mim.
dlga_lord_enter_service_reject:close_window|De fato você... ofereceu a vassalagem, então, só para ganhar tempo? Muito bem... terá tempo para reconsiderar, mas se está jogando comigo isso não fará nenhum bem à sua reputação.
dlga_lord_give_oath_give_up:close_window|De fato você... ofereceu a vassalagem, então, só para ganhar tempo? Muito bem... terá tempo para reconsiderar, mas se está jogando comigo isso não fará nenhum bem à sua reputação.
dlga_lord_enter_service_reject:close_window.1|Que porcaria! E pensar que pretendia lhe oferecer um lugar entre meus nobres. Saia daqui, inútil, antes que eu perca a paciência!
dlga_lord_ask_enter_service:lord_give_oath_under_oath_already|Você já jurou lealdade ao {s5}, certo?
dlga_lord_give_oath_under_oath_already:lord_pretalk|Sim, de fato, {s65}. Perdoe minhas divagações.
dlga_lord_ask_enter_service:lord_pretalk|Só aceito juramentos daqueles que confio que os cumpram, {playername}.
dlga_lord_ask_enter_service:lord_ask_enter_service_female_2|Milady, você parece cumprir os requisitos para ser uma boa comandante. É algo raro em Calradia uma mulher mostrar tal habilidade na guerra, embora não completamente sem precedentes. Mulheres da nobreza muitas vezes assumem o comando dos exércitos depois que seus maridos ou pais morrem ou são capturados, por exemplo.
dlga_lord_ask_enter_service_female_2:lord_ask_enter_service_female_response|No entanto, nunca ouvi falar de um rei que concedera um feudo a uma mulher, independentemente de seus méritos, simplesmente porque precisava de um novo vassalo. Se eu fizesse algo assim atrairia os olhos de toda Calradia. Os homens começariam a dizer que eu estou louco, que alguém lançou um feitiço sobre mim, ou que estou tentando derrubar a ordem natural das coisas. Lamento, mas não posso conceder-lhe um feudo.
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_capture|E se eu tomasse um dos castelos de seus inimigos à força?
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_marriage|E se eu me casasse com um de seus nobres?
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_competitor|Talvez um dos seus rivais tenha uma mente mais aberta.
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service|Estaria disposto a lutar por você, mesmo sem feudos.
dlga_lord_ask_enter_service_female_response:lord_pretalk|Não importa.
dlga_lord_ask_enter_service_female_solution_marriage:lord_ask_enter_service_female_response|Bem, ainda assim eu não estaria disposto a conceder-lhe feudos. No entanto, não tenha dúvidas de que você poderia administrar as propriedades de seu marido, o que lhe permitiria atuar como mais um de meus vassalos. Mais alguma pergunta?
dlga_lord_ask_enter_service_female_solution_competitor:lord_ask_enter_service_female_response|Oh, talvez você poderia encontrar alguém que esteja realmente desesperado... Mas então, imagino que não lhe confiariam muitos feudos. Algo mais?
dlga_lord_ask_enter_service_female_solution_capture:lord_ask_enter_service_female_response|Bom, nesse caso, dependendo das circunstâncias, poderia estar disposto a permitir que você o mantenha. Mais alguma pergunta?
dlga_lord_ask_enter_service:lord_give_oath_1|Você tem fama de valente {homem das armas/guerreira} e de grande líder, {playername}. Ficarei feliz em aceitar sua espada a meu serviço e conceder-lhe a vassalagem, se estiver em condições de jurar-me lealdade.
dlga_lord_ask_enter_service:lord_pretalk.1|Você ainda não demonstrou que sabe liderar seus homens, {playername}. Leve seu aço até meus inimigos e mostre-me que você é digno de ser meu vassalo. Então poderemos continuar a falar sobre isso.
dlga_lord_give_oath_1:lord_give_oath_2|Quando quiser, {s65}.
dlga_lord_give_oath_1:lord_give_oath_give_up|Perdoe-me, {s65}, devo considerar esta questão com calma...
dlga_lord_give_oath_give_up:lord_pretalk|Tome o tempo que precisar, milady.
dlga_lord_give_oath_give_up:close_window.1|O que você está jogando, {playername}? Vá e decida-se de uma vez, mas não me faça mais perder tempo.
dlga_lord_give_oath_2:lord_give_oath_3|Bem, nesse caso, ajoelhe-se. Agora repita o juramento comigo: Juro lealdade a ti como legítimo soberano do {s41}.
dlga_lord_give_oath_3:lord_give_oath_4|Juro lealdade a ti como legítimo soberano do {s41}.
dlga_lord_give_oath_3:lord_give_oath_give_up|Desculpe, {reg65?milady:senhor}. Mas creio que devo pensar bem sobre isso.
dlga_lord_give_oath_4:lord_give_oath_5|Permanecerei como {seu fiel e devotado homem/sua fiel e devotada seguidora} até o meu último alento...
dlga_lord_give_oath_5:lord_give_oath_6|Permanecerei como {seu fiel e devotado homem/sua fiel e devotada seguidora} até o meu último alento...
dlga_lord_give_oath_5:lord_give_oath_give_up|{reg65?Milady:Senhor}, me concederia um tempo para pensar nisso?
dlga_lord_give_oath_6:lord_give_oath_7|... e estarei ao seu lado para combater seus inimigos se precisar da minha espada.
dlga_lord_give_oath_7:lord_give_oath_8|... e estarei ao seu lado para combater seus inimigos se precisar da minha espada.
dlga_lord_give_oath_7:lord_give_oath_give_up|{reg65?Milady:Milorde}, por favor, conceda-me algum tempo para pensar nisso.
dlga_lord_give_oath_8:lord_give_oath_9|Por fim, aceitarei suas legítimas demandas, e as de seus legítimos herdeiros.
dlga_lord_give_oath_9:lord_give_oath_10|Por fim, aceitarei suas legítimas demandas, e as de seus legítimos herdeiros.
dlga_lord_give_oath_9:lord_give_oath_give_up|{reg65?Milady:Senhor}, devo dispor de mais tempo para considerar isto.
dlga_lord_give_oath_10:lord_give_oath_go_on_2|Muito bem. Você me prestou seu juramento solene, {playername}. Honre-o sempre, com a devida coragem e devoção.
dlga_lord_give_oath_go_on_2:lord_give_oath_go_on_3|Que todos saibam que a partir de hoje você é {meu fiel súdito e vassalo/minha fiel súdita e vassala}. Eu dou-lhe minha proteção e concedo-lhe o direito de portar armas em meu nome, e declaro que não {o/a} privarei de sua vida, liberdade ou propriedades, exceto pelo justo julgamento de seus pares ou pela lei e costumes desta terra. {reg1?Além disso, dou-lhe o feudo de {s1}, com todas as suas rendas e benefícios.:}
dlga_lord_give_oath_go_on_3:lord_give_conclude|Você fez a coisa certa, {playername}. Sirva-me bem e lhe prometo que chegará longe.
dlga_lord_give_conclude:lord_give_conclude_2|{s41}
dlga_lord_give_conclude_2:close_window.1|Que assim seja, {s0}. Que todos os meus vassalos sejam tão valentes e leais como você.
dlga_lord_give_conclude_2:close_window.2|Tenho depositado grandes esperanças em você, {playername}. Sei que mostrará ser dign{o/a} dessa confiança.
dlga_lord_ask_enter_service:lord_enter_service_swear|Ei, boa manobra, {playername}! Servindo-me lealmente, {um homem/uma mulher} a meu serviço pode tornar-se rico e poderoso, e nossos inimigos... bem, nossos inimigos cairão como o trigo ante uma foice. No entanto, para entrar a meu serviço, você antes deve renunciar a todos os juramentos e vínculos que tem e jurar servir apenas o {s5}.
dlga_lord_enter_service_swear:lord_enter_service_swear_accepted|Assim juro, {s65}.
dlga_lord_enter_service_swear:lord_enter_service_swear_denied|Preciso de tempo para pensar nisso.
dlga_lord_enter_service_swear_denied:close_window|Está tirando sarro de mim? Não tenho tempo para jogos, {playername}. Decida-se já e pare de desperdiçar meu tempo.
dlga_lord_enter_service_swear_accepted:lord_enter_service_swear_accepted_2|Nesse caso, é um prazer para mim recebê-lo a serviço de minha casa. A partir deste dia, {playername}, você será {um soldado/uma soldado} do {s5}, com todas as obrigações e privilégios que isto implica.
dlga_lord_enter_service_swear_accepted_2:close_window|Encarrego-lhe de rastrear e destruir as forças de nossos inimigos onde quer que as encontre. Além disso, de vez em quando terei tarefas especiais para lhe atribuir, assim como para outros dos meus vassalos. Sirva bem, lute bravamente, e honre seus juramentos. Isto é o que lhe permitirá chegar longe, se deseja a ascensão. Que Deus nos conceda longas vidas e muitas vitórias para celebrar neste salão!
dlga_lord_ask_leave_service:lord_ask_leave_service_verify|Hum. Acaso seu juramento tornou-se um fardo, {playername}? Solicitar a revogação do juramento de homenagem não é algo habitual, mas por respeito a seu bom serviço, não o manterei se realmente deseja libertar-se dele. Saiba que sentiremos sua falta.
dlga_lord_ask_leave_service:lord_ask_leave_service_verify.1|Renunciar ao juramento? Hum, talvez seja o melhor... No entanto, {playername}, você deve ter a certeza de que é isso o que deseja. Esta não é uma decisão que possa ser tomada apressadamente.
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_2|É algo que devo fazer, {s65}.
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_giveup|Tem razão, {s65}. Meu lugar é aqui.
dlga_lord_ask_leave_service_giveup:lord_pretalk|Fico feliz em ouvir isso, {playername}. Espero que de agora em diante retire esses pensamentos indignos de sua mente.
dlga_lord_ask_leave_service_2:lord_ask_leave_service_verify_again|Diz isso com plena convicção? Tenha em mente que se abandonar seu serviço para comigo, terá que devolver-me todos os feudos que gerencia em meu nome.
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_3|Sim, {s65}.
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_giveup|Claro que não, {s65}. Eu sempre serei seu vassalo fiel.
dlga_lord_ask_leave_service_3:lord_ask_leave_service_end|Como quiser. Pela presente situação, declaro seus juramentos nulos e revogados. Você já não dispõe de terras e títulos em meu nome, e o liberto das obrigações para com minha casa. Está livre, {playername}.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2|Obrigado, senhor. Foi uma honra servi-lo.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2.1|Meus agradecimentos. É bom sentir-se {um homem livre/livre} de novo.
dlga_lord_ask_leave_service_end_2:close_window|Então, adeus, {playername}, e que a sorte esteja com você.
dlga_lord_active_mission_1:lord_lend_companion_end|Oh, você quer que eu lhe devolva seu companheiro? Entendo...
dlga_lord_active_mission_1:lord_pretalk|{playername}, peço-lhe paciência, ainda preciso de seu companheiro. Por favor, volte mais tarde, quando as coisas se acalmarem um pouco.
dlga_lord_active_mission_1:lord_active_mission_2|Sim, tem feito progressos?
dlga_lord_active_mission_2:lord_generic_mission_thank|Certamente. Eu lhe trouxe {reg1} {s1} como prisioneiros.
dlga_lord_active_mission_2:capture_enemy_hero_thank|Oh, claro! Capturei um nobre do {s13} para você.
dlga_capture_enemy_hero_thank:capture_enemy_hero_thank_2|Muito obrigado, {meu amigo/minha amiga}. Ele nos será muito útil para chegar a um acordo, você fez um grande trabalho. Por favor, aceite estes {reg5} denares por sua ajuda.
dlga_capture_enemy_hero_thank_2:lord_pretalk|Com muito gosto, {s65}.
dlga_capture_enemy_hero_thank_2:lord_pretalk.1|Não foi nada.
dlga_capture_enemy_hero_thank_2:lord_pretalk.2|Da próxima vez, encarregue-me de algo mais difícil.
dlga_lord_active_mission_2:lord_raise_troops_thank|Claro! Treinei {reg1} {s13}. Pode levá-los com você.
dlga_lord_raise_troops_thank:lord_raise_troops_thank_2|Esses homens podem ser justo o que eu precisava para meus planos, {playername}. Estou certo de que você os treinou bem. Receba meus agradecimentos e louvor.
dlga_lord_raise_troops_thank_2:lord_pretalk|Bem, os rapazes agora estão sob as suas ordens, senhor. Estou cert{o/a} de que cuidará bem deles.
dlga_lord_active_mission_2:lord_collect_taxes_success|Aqui estão todos os impostos de {s3}. Somam {reg19} denares.
dlga_lord_active_mission_2:lord_collect_taxes_half_success|Aqui estão os impostos de {s3}. Somam {reg19} denares.
dlga_lord_active_mission_2:lord_collect_taxes_fail|Infelizmente uma revolta foi declarada enquanto eu coletava os impostos. Só pude arrecadar {reg19} denares.
dlga_lord_collect_taxes_success:lord_pretalk|Bom trabalho, {playername}, muito bem feito! Você realmente era {o homem/a pessoa} ideal para este trabalho. Tinha lhe prometido um quinto dos impostos, o que significa {reg21} denares. Se me der {reg20} denares, poderá ficar com a diferença. Um benefício para ambos, não?
dlga_lord_collect_taxes_half_success:lord_pretalk|O quê?! Este é um dos seus truques, {playername}? Isso não é nem a metade do que me devem! Você permitiu que eles saíssem impunes com assassinatos e levassem meu dinheiro também. Que farsa é essa? Pode esquecer do dinheiro que lhe prometi. Vou ficar com os {reg20} denares do que você arrecadou, e agradeça que honrosamente estou deixando-lhe alguma moeda.
dlga_lord_collect_taxes_fail:lord_pretalk|Deus, você nos meteu em um banho de sangue, {playername}. Isso ficaria muito feio se eu não tomasse medidas imediatas. Suponho, é claro, que não espere qualquer recompensa por seu fracasso. Entregue-me meus {reg19} denares, por favor, e acabemos assim com nossos negócios.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_success_peacefully|I found {s4} hiding at {s3}, but convinced him to turn himself in.{***}
dlga_lord_active_mission_2:lord_hunt_down_fugitive_success|Encontrei {s4} escondido em {s3} e apliquei sua punição.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_fail|Temo que ele tenha escapado.
dlga_lord_hunt_down_fugitive_success:lord_hunt_down_fugitive_success_2|E vamos nos sair muito melhor sem ele! Obrigado, {playername}, por ter removido este espinho do meu pé. É bom saber que podemos confiar em você para lidar com estes assuntos que requerem um certo toque. Eu prometi uma recompensa, e uma recompensa você terá. São 300 denares, nenhuma moeda a menos!
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_accept|Eu aceito o dinheiro, {s65}. Obrigad{o/a}.
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_reject|É um dinheiro manchado de sangue. Não posso aceitá-lo.
dlga_lord_hunt_down_fugitive_success_peacefully:lord_hunt_down_fugitive_success_peacefully_2|Thank you, {playername}. I expected death, but you're quite the wordsmith aren't you? Perhaps this fool's fate will turn out differently afterall.  A bounty I promised, and a bounty you shall have. 300 aurums and not a copper less!{***}
dlga_lord_hunt_down_fugitive_success_peacefully_2:lord_hunt_down_fugitive_reward_accept|Let me take the money, {s65}. Thank you.{***}
dlga_lord_hunt_down_fugitive_success_peacefully_2:lord_hunt_down_fugitive_reward_reject|This is blood money. I can't accept it.{***}
dlga_lord_hunt_down_fugitive_reward_accept:lord_pretalk|Naturalmente, {playername}. Aqui está. Mais uma vez, obrigado por livrar-me desse {s43}.
dlga_lord_hunt_down_fugitive_reward_reject:lord_pretalk|Você é {um homem/uma mulher} para quem a justiça é a própria recompensa, hein? Como queira, {playername}, como queira. Um sentimento nobre, devo admitir. Em todo caso, obrigado por livrar-me desse {s43}.
dlga_lord_hunt_down_fugitive_fail:lord_pretalk|É triste que {s43} tenha conseguido escapar da justiça mais uma vez. Pensei que você seria capaz de fazer isto, {playername}. Claramente, eu estava equivocado.
dlga_lord_active_mission_2:lord_active_mission_3|Ainda estou realizando-a.
dlga_lord_active_mission_2:lord_mission_failed|Temo que não poderei realizar esta missão.
dlga_lord_active_mission_3:lord_pretalk|Muito bem. Lembre-se, estou contando com você.
dlga_lord_mission_failed:lord_pretalk|{s43}
dlga_lord_cheat_ask_for_rel_with_liege:lord_pretalk|It's {reg0}.{***}
dlga_lord_suggets_attack_enemy_castle3:lord_pretalk|Isso poderia ser viável. Muito bem, atacaremos {s1}.
dlga_lord_propose_mercenary:lord_mercenary_service|Sabe, {playername}, eu me comprometi com o {s10} de contratar uma companhia de mercenários para uma futura campanha.
dlga_lord_mercenary_service:lord_mercenary_service_reject|Não estou interessado, obrigado.
dlga_lord_mercenary_service:lord_mercenary_service_accept|Sim, eu me unirei ao {s9}.
dlga_lord_mercenary_service:lord_mercenary_elaborate_pay|Estou interessado. Por favor, continue...
dlga_lord_mercenary_service_accept:lord_mercenary_service_verify|Perfeito. Naturalmente, você terá que fazer uma declaração formal de sua lealdade e prestar juramento de que sua companhia permanecerá a serviço do {s9} durante um período mínimo de um mês.
dlga_lord_mercenary_service_verify:lord_mercenary_service_verify_2|Como queira. Seus inimigos são meus inimigos.
dlga_lord_mercenary_service_verify:lord_mercenary_service_reject|Pensando bem, esqueça.
dlga_lord_mercenary_service_verify_2:lord_mercenary_service_accept_3|Isso basta. Você tomou a decisão certa, {meu amigo/minha amiga}. O {s9} é generoso com os guerreiros que demonstram sua lealdade, você receberá muitas recompensas por seu serviço.
dlga_lord_mercenary_service_accept_3:lord_pretalk|Agora, sugiro que se prepare para uma campanha difícil. Treine e equipe seus soldados o melhor que puder e responda rapidamente quando {o/a} convocarmos.
dlga_lord_mercenary_service_reject:lord_pretalk|Lamento muito ouvir isso. Você não encontrará lugar melhor que o {s9}, eu lhe garanto.
dlga_lord_mercenary_elaborate_pay:lord_mercenary_elaborate_1|Posso oferecer-lhe um contrato por um mês. Ao término desse período, ele pode ser prorrogado mês a mês. Será paga uma soma inicial de {reg12} denares para selar o contrato. Depois disso, receberá uns honorários do {s10} por semana, dependendo do número e da qualidade dos soldados de sua companhia. Você manterá seu direito de recolher os despojos do campo de batalha, assim como todo prisioneiro que fizer. A guerra pode ser muito proveitosa em certas ocasiões...
dlga_lord_mercenary_service_elaborate_duty:lord_mercenary_elaborate_1|Obrigações... Há apenas algumas, nenhuma delas difícil. A primeira é declarar sua fidelidade. Um juramento de lealdade à nossa causa. Uma vez feito isso, você será encarregad{o/a} de assumir certas responsabilidades. Participará em campanhas militares, assumirá aquelas obrigações que {o/a} confiarem da parte de seus comandantes, e sobretudo atacará os inimigos do nosso reino onde quer que estejam.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_elaborate_duty|E minhas obrigações como mercenário?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_castle|Posso ficar com algum dos castelos que tomar?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_banner|Posso ondear meu próprio estandarte?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_pay|Quanto me pagará por meus serviços?
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_accept|Parece bom. Desejo servi-lo como mercenário.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_reject|Perdoe-me, minha espada não é para alugar.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1|Apenas meus leais vassalos podem ter suas próprias terras e castelos dentro do meu reino, e todos os meus vassalos são homens. Não estou inclinado a me afastar dessa tradição sem uma boa razão. Se provar seu valor em batalha, você poderá fazer um juramento de lealdade a mim e se tornar meu vassalo. E poderemos então discutir como você pode obter um castelo.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.1|Humm... Apenas os leais vassalos do {s10} podem possuir terras e castelos. Enquanto os {s0} às vezes aceitam vassalagem de homens que provem seu valor em batalha e os concede terras, eu nunca ouvi falar de um {s1} que concedeu feudos a mulheres. É melhor discutir essas questões com {reg0?a própria:o próprio} {s10}.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.2|Apenas meus leais vassalos podem possuir terras e castelos em meu reino. Não se pode confiar tal responsabilidade a um mercenário. No entanto, depois de me servir durante um tempo, poderá render-me homenagem e ser meu vassalo. Então será recompensado com um feudo.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.3|Apenas os leais vassalos do {s10} podem possuir terras e castelos. Entenda isso, não se pode confiar tal responsabilidade a um simples mercenário. No entanto, depois de servi-lo durante um tempo, você poderá render homenagem ao {s10} e ser seu vassalo. Então poderia ser recompensado com um feudo.
